許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,舊證字號,通關簽審文件編號,中文品名,英文品名,適應症,劑型,包裝,藥品類別,管制藥品分類級別,主成分略述,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠公司地址,製造廠國別,製程,異動日期,用法用量,包裝與國際條碼
"衛部藥輸字第028555號","","","","2028/09/05","2023/09/05","製　劑","","DHA05202855505","欣覓力20毫克膜衣錠","Scemblix 20mg Film-Coated Tablets","１、治療新診斷的慢性期費城染色體陽性之慢性骨髓性白血病(Ph+CML-CP)成人病人。２、治療曾接受酪胺酸激酶抑制劑治療的慢性期費城染色體陽性之慢性骨髓性白血病(Ph+CML-CP)成人病人。３、治療慢性期費城染色體陽性且帶有T315I突變之慢性骨髓性白血病(Ph+CML-CP with T315I mutation)成人病人。","膜衣錠","塑膠瓶裝(HDPE)","","","Asciminib hydrochloride","台灣諾華股份有限公司","臺北市中山區民生東路3段2號8樓","01516589","Novartis Pharmaceutical Manufacturing LLC","Verovskova ulica 57 1000 Ljubljana Slovenia","","SI","二級包裝廠;;成品製造廠;;分包裝廠","2025/10/28","詳見仿單。",""
"衛部藥輸字第028556號","","","","2028/09/05","2023/09/05","製　劑","","DHA05202855607","欣覓力40毫克膜衣錠","Scemblix 40mg Film-Coated Tablets","１、治療新診斷的慢性期費城染色體陽性之慢性骨髓性白血病(Ph+CML-CP)成人病人。２、治療曾接受酪胺酸激酶抑制劑治療的慢性期費城染色體陽性之慢性骨髓性白血病(Ph+CML-CP)成人病人。３、治療慢性期費城染色體陽性且帶有T315I突變之慢性骨髓性白血病(Ph+CML-CP with T315I mutation)成人病人。","膜衣錠","塑膠瓶裝(HDPE)","","","Asciminib hydrochloride","台灣諾華股份有限公司","臺北市中山區民生東路3段2號8樓","01516589","裕利股份有限公司","桃園市大園區和平里1鄰開和路91號","","TW","分包裝廠;;成品製造廠;;二級包裝廠","2025/10/28","詳見仿單。",""
"衛部藥輸字第028564號","","","","2028/09/04","2023/09/04","原料藥","","DHA05202856406","乾燥維生素D3 100 CWS Ph","Dry Vitamin D3 100 CWS Ph","抗佝僂病維生素。","粉劑","0.5公斤以上裝","","","CHOLECALCIFEROL ( EQ TO VIT D3) ( EQ TO VITAMIN D3)","帝斯曼營養品股份有限公司","台北市士林區中山北路六段90號3樓","70576484","DSM NUTRITIONAL PRODUCTS LTD BRANCH SITE SISSELN","HAUPTSTRASSE 4 CH-4334 SISSELN SWITZERLAND","HAUPTSTRASSE 4, CH-4334, SISSELN, SWITZERLAND","CH","","2023/09/21","製劑原料。",""
"衛部藥輸字第028565號","","","","2028/09/05","2023/09/05","原料藥","","DHA05202856508","無水乙酸鈉","Sodium acetate anhydrous","血液透析藥。","（粉）","0.5公斤以上裝","","","","台灣荃新股份有限公司","台北市中正區羅斯福路二段11號3樓","70654116","臺灣日通國際物流股份有限公司","桃園市蘆竹區建國路50號1樓、2、3樓","","TW","貼標廠;;製造、包裝","2023/09/26","製劑原料。",""
"衛部藥輸字第028565號","","","","2028/09/05","2023/09/05","原料藥","","DHA05202856508","無水乙酸鈉","Sodium acetate anhydrous","血液透析藥。","（粉）","0.5公斤以上裝","","","","台灣荃新股份有限公司","台北市中正區羅斯福路二段11號3樓","70654116","MACCO ORGANIQUES INC.","100 McArthur, suite 112, Salaberry-de-Valleyfield, Quebec, Canada, J6S 4M5","","CA","貼標廠;;製造、包裝","2023/09/26","製劑原料。",""
"衛部藥輸字第028566號","","","","2028/09/05","2023/09/05","原料藥","","DHA05202856600","新斯狄明硫酸甲酯鹽","Neostigmine Metilsulfate","擬副交感神經藥","（粉）","0.5公斤以上裝","","","","仁友興業有限公司","臺北市大安區信義路4段341號6樓之2","22443021","Suraj Lok Chemicals Pvt. Ltd.","Plot No. T-6, M.I.D.C., Tarapur Dist, Thane Maharashtra, India","","IN","","2023/11/07","製劑原料",""
"衛部藥輸字第028567號","","","","2028/09/05","2023/09/05","原料藥","","","氟路洛鹽酸鹽","Flurazepam Dihydrochloride","催眠鎮靜劑","（粉）","0.5公斤以上裝","","第四級管制藥品","","新雙隆生技股份有限公司","台北市松山區復興北路369號14樓","25140632","F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.","VIALE MILANO, 26-36075 MONTECCHIO MAGGIORE (VI)","","IT","","2023/10/13","製劑原料",""
"衛部藥輸字第028568號","","","","2028/09/04","2023/09/04","製　劑","","DHA05202856801","莫剋普寧錠","Purinetone Tablet 50 mg","急性白血病及慢性骨髓白血病","錠劑","盒裝","","","MERCAPTOPURINE","韋淳貿易股份有限公司","台北市中山區松江路65號4樓","84476438","嘉里醫藥物流股份有限公司","桃園市龜山區頂湖路５８號２樓","","TW","二級包裝廠","2025/01/03","",""
"衛部藥輸字第028568號","","","","2028/09/04","2023/09/04","製　劑","","DHA05202856801","莫剋普寧錠","Purinetone Tablet 50 mg","急性白血病及慢性骨髓白血病","錠劑","盒裝","","","MERCAPTOPURINE","韋淳貿易股份有限公司","台北市中山區松江路65號4樓","84476438","Korea United Pharm Inc.","107 Gongdan-ro, Yeonseo-myeon, Sejong-si, Republic of Korea","","KR","二級包裝廠","2025/01/03","",""
"衛部藥輸字第028569號","","","","2028/09/05","2023/09/05","製　劑","","DHA05202856903","易解痛膜衣錠60毫克","ETROBAX 60 (Etoricoxib Tablets 60 mg)","骨關節炎(OA)與類風濕性關節炎(RA)之表徵與症狀的急慢性治療、治療急性痛風性關節炎、治療原發性經痛、治療僵直性脊椎炎、治療牙科手術後疼痛、治療婦科手術後疼痛。","膜衣錠","盒裝","","","ETORICOXIB","凱沛爾藥品有限公司","臺北市信義區光復南路495號6樓","82967660","HETERO LABS LIMITED, UNIT III","22-110 INDUSTRIAL DEVELOPMENT AREA, JEEDIMETLA, HYDERABAD, TELANGANA, INDIA, 500055","","IN","","2024/11/19","",""
"衛部藥輸字第028570號","","","","2028/09/07","2023/09/07","原料藥","","DHA05202857001","泊剋黴唑","Posaconazole","抗黴菌劑","（粉）","0.5公斤以上裝","","","","川聖貿易股份有限公司","臺北市內湖區新湖二路158號5樓","14079409","MSN Laboratories Private Limited","Sy. No. 317, 320, 321, 322, 323, 604 & 605, Rudraram (Village), Patancheru (Mandal), Sangareddy District, Telangana, Pincode: 502 329, India","","IN","","2023/10/16","製劑原料",""
"衛部藥輸字第028571號","","","","2028/09/07","2023/09/07","原料藥","","DHA05202857103","金剛環丙葡汀鹽酸鹽","Saxagliptin Hydrochloride","第二型糖尿病","（粉）","0.5公斤以上裝","","","","丞泰企業有限公司","台北市復興北路１５６號７樓","04950925","MOREPEN LABORATORIES LIMITED (UNIT- IV)","(MOREPEN VILLAGE), VILLAGE MALKUMAJRA, BADDI-NALAGARH ROAD, BADDI DISTT. SOLAN, HIMACHAL PRADESH, INDIA","","IN","","2023/10/04","製劑原料",""
"衛部藥輸字第028572號","","","","2028/09/08","2023/09/08","原料藥","","DHA05202857205","瑞褪黑醯胺","Ramelteon","精神抑制藥","（粉）","0.5公斤以上裝","","","","宇直泰貿易股份有限公司","台北市中山區南京東路二段206號8樓","70361596","Biophore India Pharmaceutical Pvt. Ltd.","Plot No. 80A, Road No. 5, Jawaharlal Nehru Pharma City, E, Bonangi (v), Parawada (M), Visakhapatnam-531021, Andhra Pradesh, India","","IN","","2023/10/19","",""
"衛部藥輸字第028573號","","","","2028/09/08","2023/09/08","原料藥","","DHA05202857307","環丙烯脂汀鈣鹽水合物","Pitavastatin Calcium Hydrate","血脂調節劑","（粉）","0.5公斤以上裝","","","","丞泰企業有限公司","台北市復興北路１５６號７樓","04950925","MFC CO., LTD.","35 CHEONGWONSANDAN 7-GIL, MADO-MYEON, HWASEONG-SI, GYEONGGI-DO, KOREA","","KR","","2023/09/26","製劑原料",""
"衛部藥輸字第028574號","","","","2028/09/08","2023/09/08","原料藥","","DHA05202857409","薁磺酸鈉鹽","Sodium Azulene Sulfonate","急慢性胃炎、胃潰瘍","原料藥結晶性粉末","0.5公斤以上裝","","","","宇直泰貿易股份有限公司","台北市中山區南京東路二段206號8樓","70361596","ALPS PHARMACEUTICAL IND. CO., LTD.","10-50, FURUKAWACHO MUKAIMACHI,NICHOME, HIDA, GIFU, 509-4241, JAPAN","","JP","貼標廠","2023/09/27","製劑原料",""
"衛部藥輸字第028574號","","","","2028/09/08","2023/09/08","原料藥","","DHA05202857409","薁磺酸鈉鹽","Sodium Azulene Sulfonate","急慢性胃炎、胃潰瘍","原料藥結晶性粉末","0.5公斤以上裝","","","","宇直泰貿易股份有限公司","台北市中山區南京東路二段206號8樓","70361596","ALPS PHARMACEUTICAL IND. CO., LTD. KAMINO PLANT","8, FURUKAWACHO KAMINO, HIDA, GIFU, 509-4263, JAPAN","","JP","貼標廠","2023/09/27","製劑原料",""
"衛部藥輸字第028575號","","","","2028/10/26","2023/10/26","製　劑","","DHA05202857501","“松林＂滅疥乳膏","PERMETHRIN CREAM 5% W/W","治療疥蟎感染（疥瘡）","乳膏劑","鋁管裝","","","PERMETHRIN","松林藥品有限公司","高雄市前鎮區廣西路173號2~4樓","81189051","ENCUBE ETHICALS PVT. LTD.","PLOT NO. C-1, MADKAIM INDUSTRIAL ESTATE, MADKAIM, POST: MARDOL, PONDA, GOA-403 404, INDIA","","IN","成品製造廠","2024/03/06","詳見仿單",""
"衛部藥輸字第028577號","","","","2028/09/18","2023/09/18","原料藥","","DHA05202857702","配蔗糖鐵","Iron Sucrose Concentrate Liquid","補血劑","原料藥溶液劑","0.5公斤以上裝","","","","丞泰企業有限公司","台北市復興北路１５６號７樓","04950925","SNJ Labs Pvt. Ltd.","Plot No.5 to 16, Survey No.137, At & Post: Padavala -360024, Ta-Kotda Sangani, Dist Rajkot (Guj) India","","IN","","2023/10/23","製劑原料",""
"衛部藥輸字第028578號","","","","2028/09/15","2023/09/15","原料藥","","DHA05202857804","碳酸鋰","Lithium Carbonate","治療憂鬱藥","原料藥粉末","0.5公斤以上裝","","","","百歐敏國際有限公司","台北市中山區中山北路三段３０號１１樓之１","23597207","GLENMARK LIFE SCIENCES LIMITED","Plot No.Z/103/I, SEZ Phase-II, Dahej, Taluka Vagra, Dist.Bharuch,392130, Gujarat, India","","IN","","2023/11/02","製劑原料",""
"衛部藥輸字第028579號","","","","2028/09/12","2023/09/12","原料藥","","DHA05202857906","呋氧氯葡流淨","Empagliflozin","降血糖用藥","（粉）","0.5公斤以上裝","","","","新雙隆生技股份有限公司","台北市松山區復興北路369號14樓","25140632","PHARMACEUTICAL WORKS POLPHARMA S.A.","19, PELPLINSKA STR. 83-200 STAROGARD GDANSKI, POLAND","","PL","","2023/10/12","製劑原料",""
"衛部藥輸字第028580號","","","","2028/09/15","2023/09/15","原料藥","","DHA05202858004","道昔拉明琥珀酸鹽","Doxylamine Succinate","抗組織胺藥","（粉）","0.5公斤以上裝","","","","新雙隆生技股份有限公司","台北市松山區復興北路369號14樓","25140632","R. L. FINE CHEM PVT. LTD.","PLOT NO. IP NO.27-29, PARTS OF SY. NOS. 18, 273, 274 & 313, KIADB INDUSTRIAL AREA, I PHASE, KUDUMALAKUNTE VILLAGE, GOWRIBIDANOOR TALUK, CHICKKABALLAPURA DIST.-561208. KARNATAKA, INDIA","","IN","","2023/10/06","製劑原料",""
"衛部藥輸字第028581號","","","","2028/09/20","2023/09/20","製　劑","","DHA05202858106","艾特隆錠250毫克","ATERON( Abiraterone Acetate Tablets 250 mg)","與prednisone或prednisolone併用，適用於治療下列病人：(1) 轉移性的去勢抗性前列腺癌 (CRPC)，且在雄性素去除療法失敗後屬無症狀或輕度症狀而尚未需要使用化學治療。 (2) 轉移性的去勢抗性前列腺癌，且已接受過docetaxel治療。 (3) 新診斷高風險轉移性的去勢敏感性前列腺癌 (CSPC)，且與雄性素去除療法併用。","錠劑","瓶裝","","","Abiraterone Acetate","凱沛爾藥品有限公司","臺北市信義區光復南路495號6樓","82967660","HETERO LABS LIMITED, UNIT V","SY. NO 439, 440, 441 & 458, TSIIC FORMULATION SEZ, POLEPALLY VILLAGE, JADCHERLA MANDAL, MAHABOOBNAGAR DISTRICT, TELANGANA, INDIA","","IN","","2023/10/13","",""
"衛部藥輸字第028582號","","","","2028/09/21","2023/09/21","原料藥","","DHA05202858208","度洛西汀鹽酸鹽","Duloxetine Hydrochloride","抗憂鬱藥。","（粉）","0.5公斤以上裝","","","","龍大生技股份有限公司","台南市中西區民權路二段158號3樓","23030104","TIANISH LABORATORIES PRIVATE LIMITED (UNIT-1)","SURVEY NO. 10, GADDAPOTHARAM (V), KAZIPALLY INDUSTRIAL AREA, JINNARAM (M), SANGAREDDY DISTRICT-502319, TELANGANA STATE, INDIA","","IN","","2023/11/02","",""
"衛部藥輸字第028583號","","","","2028/09/25","2023/09/25","製　劑","","DHA05202858300","尼古清戒菸貼片15毫克","Nicorette TX patch 15 mg","戒菸輔助劑。","貼片劑","盒裝","","","NICOTINE","嘉安家護股份有限公司","臺北市中山區民生東路３段2號10樓","90363621","LTS LOHMANN THERAPIE-SYSTEME AG","LOHMANNSTR 2,D-56626 ANDERNACH,GERMANY","","DE","","2024/07/05","請參閱說明書",""
"衛部藥輸字第028584號","","","","2028/09/25","2023/09/25","製　劑","","DHA05202858402","尼古清戒菸貼片10毫克","Nicorette TX patch 10 mg","戒菸輔助劑。","貼片劑","盒裝","","","NICOTINE","嘉安家護股份有限公司","臺北市中山區民生東路３段2號10樓","90363621","LTS LOHMANN THERAPIE-SYSTEME AG","LOHMANNSTR 2,D-56626 ANDERNACH,GERMANY","","DE","","2024/07/05","請參閱說明書",""
"衛部藥輸字第028585號","","","","2028/09/25","2023/09/25","製　劑","","DHA05202858501","悠美脈膜衣錠40毫克","Olmemai F.C. Tablets 40 mg","高血壓。","膜衣錠","","","","OLMESARTAN MEDOXOMIL","麒嘉生技醫藥有限公司","臺北市信義區信義路4段458號11樓","82821820","MACLEODS PHARMACEUTICALS LTD.","BLOCK N-2, VILLAGE THEDA, P.O.LODHIMAJRA, TEHSIL BADDI, DISTRICT SOLAN, HIMACHAL PRADESH, INDIA","","IN","","2023/10/16","",""
"衛部藥輸字第028586號","","","","2028/09/25","2023/09/25","製　劑","","DHA05202858603","雷倍利凝膠","REPARIL-GEL N","對局部腫脹、風濕痛、扭傷、頭部僵硬、背痛、瘀傷、肌肉抽筋和僵硬、神經痛之輔助治療。","外用凝膠劑","軟管裝","","","ESCIN;;DIETHYLAMINE SALICYLATE","台灣邁蘭有限公司","臺北市信義區信義路５段7號27樓","25122352","MADAUS GMBH","LUTTICHER, STRABE 5 53842 TROISDORF, GERMANY","","DE","","2024/10/21","",""
"衛部藥輸字第028587號","","","","2028/09/26","2023/09/26","原料藥","","DHA05202858705","雌三醇","Estriol","雌激素","（粉）","0.5公斤以上裝","","","","盛佳國際股份有限公司","臺北市南港區忠孝東路六段21號8樓之1","24932355","HAPILA GMBH","OTTO-SCHOTT-STR. 9, GERA THUERINGEN, 07552, GERMANY","","DE","","2025/04/22","製劑原料",""
"衛部藥輸字第028588號","","","","2028/10/02","2023/10/02","製　劑","","DHA05202858807","""美時""飛得順錠60毫克","Fedcen tablets 60 mg ""Lotus""","一般感冒或過敏所起之鼻內充血及過敏性鼻炎，血管舒縮性鼻炎、支氣管氣喘。","錠劑","盒裝","","","PSEUDOEPHEDRINE HCL","美時化學製藥股份有限公司","臺北市信義區松仁路277號17樓","11456110","KOLON PHARMA","45,Munpyeongseo-ro 18beon-gil, Daedeok-gu, Daejeon, Republic of Korea","","KR","","2025/08/07","",""
"衛部藥輸字第028589號","","","","2028/10/13","2023/10/13","原料藥","","DHA05202858909","乙炔雌二醇","Ethinyl Estradiol","雌激素","（粉）","0.5公斤以上裝","","","","盛佳國際股份有限公司","臺北市南港區忠孝東路六段21號8樓之1","24932355","INDUSTRIALE CHIMICA S.R.L.","VIA E.H. GRIEG 13, 21047 SARONNO (VARESE) ITALY","VIA ABBONDIO SANGIORGIO 12 20145 MILANO ITALY","IT","","2023/11/20","製劑原料",""
"衛部藥輸字第028590號","","","","2028/10/16","2023/10/16","原料藥","","DHA05202859007","西他列汀磷酸鹽","Sitagliptin Phosphate Monohydrate","降血糖藥","（粉）","0.5公斤以上裝","","","","凱沛爾藥品有限公司","臺北市信義區光復南路495號6樓","82967660","Honour Lab Limited, Unit-III","Plot No.4, Hetero Infrastructure Ltd – SEZ, N. Narasapuram (Village), Nakkapalli (Mandal), Anakapalli (District) – 531 081, Andhra Pradesh, India","","IN","","2025/08/05","製劑原料",""
"衛部藥輸字第028591號","","","","2028/10/16","2023/10/16","原料藥","","DHA05202859109","異嘌呤酚","Allopurinol","治痛風藥","（粉）","0.5公斤以上裝","","","","仁友興業有限公司","臺北市大安區信義路4段341號6樓之2","22443021","EXEMED PHARMACEUTICALS","BLOCK NO. 628 (A&B) ECP CANAL ROAD, VILL: LUNA, TALUKA: PADRA, DIST. VADODARA-391 440. GUJARAT, INDIA","","IN","","2023/12/22","製劑原料",""
"衛部藥輸字第028592號","","","","2028/09/28","2023/09/28","原料藥","","DHA05202859201","氟維司瓊","Fulvestrant","抗癌藥","（粉）","0.5公斤以上裝","","","","丞泰企業有限公司","台北市復興北路１５６號７樓","04950925","Sterling Chemical Malta Limited","Factory Hf51, Qasam Industrijali Hal Far, Hal Far, Birzebbuga, BBG 3000, Malta","","MT","","2023/11/02","製劑原料",""
"衛部藥輸字第028593號","","","","2028/10/17","2023/10/17","原料藥","","DHA05202859300","氯貝他松丁酸酯","Clobetasone Butyrate","外用抗炎性皮質醇","（粉）","0.5公斤以上裝","","","","丞泰企業有限公司","台北市復興北路１５６號７樓","04950925","SYMBIOTICA SPECIALITY INGREDIENTS SDN. BHD.","NO.518, JALAN WAJA 4, TAMAN INDUSTRI WAJA, 09000, KULIM, KEDAH, MALAYSIA","","MY","","2023/11/14","製劑原料",""
"衛部藥輸字第028594號","","","","2028/10/17","2023/10/17","原料藥","","DHA05202859402","左旋乙拉西坦","Levetiracetam","抗癲癇藥","（粉）","0.5公斤以上裝","","","","宇直泰貿易股份有限公司","台北市中山區南京東路二段206號8樓","70361596","DR. REDDY’S LABORATORIES LIMITED","CHEMICAL TECHNICAL OPERATIONS UNIT-VI, APIIC INDUSTRIAL ESTATE, PYDIBHIMAVARAM VILLAGE, RANASTHALAM MANDAL, SRIKAKULAM DISTRICT-532409, ANDHRA PRADESH, INDIA","","IN","","2025/08/22","",""
"衛部藥輸字第028595號","","","","2028/10/20","2023/10/20","原料藥","","DHA05202859504","喹硫平延胡索酸鹽","Quetiapine Fumarate","抗思覺失調症及雙極性疾患之躁症用藥","（粉）","0.5公斤以上裝","","","","中大藥品股份有限公司","台南市中西區民權路二段158號3樓","68076202","COHANCE LIFESCIENCES LIMITED","PLOT NO. 3102/B, GIDC ESTATE ANKLESHWAR, BHARUCH - 393002, GUJARAT, INDIA","","IN","","2024/01/23","",""
"衛部藥輸字第028596號","","","","2028/10/22","2023/10/22","製　劑","","DHA05202859606","富而坦眼藥水","Latimo Eye Drops","開放性青光眼及高眼壓症，且對局部β－blocker治療無效時。","點眼液劑","瓶裝","","","TIMOLOL MALEATE;;LATANOPROST","溫士頓醫藥股份有限公司","台南市永康區仁愛街117號","72082135","Lomapharm GmbH","Langes Feld 5, 31860 Emmerthal, Germany","","DE","","2025/08/26","",""
"衛部藥輸字第028597號","","","","2028/10/22","2023/10/22","製　劑","","DHA05202859708","無比迷你止癢消炎液","Muhi Pocket Liniment","暫時緩解尿布疹、蚊蟲咬傷、皮膚搔癢、皮膚炎等皮膚疾患的症狀。","擦劑","瓶裝","","","L-MENTHOL ;;DIPHENHYDRAMINE HCL;;GLYCYRRHETIC ACID (EQ TO GLYCYRRHETINIC ACID);;DL-CAMPHOR","大法貿易股份有限公司","台北市大安區忠孝東路四段107號8樓之1","18555868","IKEDA MOHANDO CO., LTD.","16 JINDEN, KAMIICHI-MACHI, NAKANIIKAWA-GUN, TOYAMA, JAPAN","","JP","","2023/11/07","",""
"衛部藥輸字第028598號","","","","2028/10/24","2023/10/24","製　劑","","DHA05202859800","""隆柏""敏特思膜衣錠5毫克","Lundbeck Brintellix Film-Coated Tablets 5 mg","成人鬱症 (MAJOR DEPRESSIVE DISORDER)","膜衣錠","盒裝","","","Vortioxetine hydrobromide","保瑞藥業股份有限公司","台北市內湖區瑞光路26巷36弄2號6樓","28684877","H. LUNDBECK A/S","OTTILIAVEJ 9, 2500 VALBY, DENMARK","","DK","","2023/11/06","",""
"衛部藥輸字第028599號","","","","2028/10/24","2023/10/24","製　劑","","DHA05202859902","""隆柏""敏特思膜衣錠10毫克","Lundbeck Brintellix Film-Coated Tablets 10 mg","成人鬱症 (MAJOR DEPRESSIVE DISORDER)","膜衣錠","盒裝","","","Vortioxetine hydrobromide","保瑞藥業股份有限公司","台北市內湖區瑞光路26巷36弄2號6樓","28684877","H. LUNDBECK A/S","OTTILIAVEJ 9, 2500 VALBY, DENMARK","","DK","","2023/11/06","",""
