序號,藥品代碼,藥品名稱,成分名稱,成分含量,,劑型,規格量,,藥商名稱,分組名稱,"114年12月
現行調整大類
(註1)","分類
(註2)",藥品類別,"指示用藥
(註3)","115年12月31日
現行調整大類
(註4)","115年12月31日
新制調整大類
(註5)",專利到期日,備註
13349,AC09633266,MANITON INJECTION,MANNITOL,200,MG/ML,注射劑,300,ML,杏林新生製藥股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 300.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13350,AC15561266,MANNITOL INJECTION 20%  SHUN HWA,MANNITOL,200,MG/ML,注射劑,300,ML,順華藥品工業股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 300.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13351,AC33425266,SUNNYTOL INFUSION 20%  N.K.  (MANNITOL),MANNITOL D-,200,MG/ML,注射劑,300,ML,南光化學製藥股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 300.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13352,AC42601266,ANOL INJECTION 200MG/ML (MANNITOL)  ASTAR,MANNITOL,200,MG/ML,注射劑,300,ML,安星製藥股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 300.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13353,N012343266,MANNITOL INJECTION  SINTONG,MANNITOL,200,MG/ML,注射劑,300,ML,信東生技股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 300.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13354,AC09633277,MANITON INJECTION,MANNITOL,200,MG/ML,注射劑,500,ML,杏林新生製藥股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13355,AC15561277,MANNITOL INJECTION 20%  SHUN HWA,MANNITOL,200,MG/ML,注射劑,500,ML,順華藥品工業股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13356,AC16476277,MANNITOL INJECTION  TAI YU,MANNITOL,200,MG/ML,注射劑,500,ML,台裕化學製藥廠股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13357,AC42601277,ANOL INJECTION 200MG/ML (MANNITOL)  ASTAR,MANNITOL,200,MG/ML,注射劑,500,ML,安星製藥股份有限公司,MANNITOL ， 注射劑 ， 200.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13358,BC23687212,VANTIVE  EXTRANEAL PERITONEAL DIALYSIS SOLUTION WITH 7.5% ICODEXTRIN,ICODEXTRIN,75,MG/ML,透析用液劑,2,L (LITER),萬益特醫療用品股份有限公司,PERITONEAL DIALYTICS SOLUTIONS(Icodextrin)， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13359,BC23901212,"Balance 1.5% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,2,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13360,BC23906212,"Balance 4.25% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,2,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13361,BC23907212,"Balance 2.3% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,2,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13362,BC24920212,"Balance 2.3% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,2,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13363,BC24921212,"Balance 4.25% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,2,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13364,BC24922212,"Balance 1.5% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,2,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13365,BC23901214,"Balance 1.5% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,15,MG/ML,透析用液劑,2.5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13366,BC23907214,"Balance 2.3% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,22.73,MG/ML,透析用液劑,2.5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13367,BC24920214,"Balance 2.3% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,22.73,MG/ML,透析用液劑,2.5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13368,BC24922214,"Balance 1.5% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,15,MG/ML,透析用液劑,2.5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13369,BC23901221,"Balance 1.5% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,15,MG/ML,透析用液劑,5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13370,BC23906221,"Balance 4.25% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",SODIUM CHLORIDE,5.64,MG/ML,透析用液劑,5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13371,BC23907221,"Balance 2.3% glucose, 1.75 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,22.73,MG/ML,透析用液劑,5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13372,BC24920221,"Balance 2.3% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,22.73,MG/ML,透析用液劑,5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13373,BC24921221,"Balance 4.25% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,42.5,MG/ML,透析用液劑,5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13374,BC24922221,"Balance 1.5% glucose, 1.25 mmol/L calcium, solution for peritoneal dialysis",GLUCOSE ANHYDROUS,15,MG/ML,透析用液劑,5,L (LITER),台灣費森尤斯醫藥股份有限公司,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13375,AC52544277,0.298% KCl in 0.9% NaCl Injection“TBC”,POTASSIUM CHLORIDE,40,MEQ/L,注射液,500,ML,信東生技股份有限公司,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13376,AC52551277,0.149% KCl in 0.9% NaCl Injection“TBC”,POTASSIUM CHLORIDE,20,MEQ/L,注射液,500,ML,信東生技股份有限公司,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13377,AC57276255,Potassium Chloride Injection 1mEq/mL  TBC,POTASSIUM CHLORIDE,1000,MEQ/L,注射劑,100,ML,信東生技股份有限公司,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13378,AC58248255,1.49% Potassium Chloride in water Injection  TBC,POTASSIUM CHLORIDE,200,MEQ/L,注射劑,100,ML,信東生技股份有限公司,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13379,AC58650255,1.49% KCl in 5% Dextrose Injection  TBC,POTASSIUM CHLORIDE,200,MEQ/L,注射液劑,100,ML,信東生技股份有限公司,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13380,AC58767255,1.49% KCl in 0.9% NaCl Injection  TBC,POTASSIUM CHLORIDE,200,MEQ/L,注射液劑,100,ML,信東生技股份有限公司,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13381,AC21343238,POTASSIUM PHOSPHATE INJECTION,POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE),224,MG/ML,注射劑,20,ML,優良化學製藥股份有限公司,POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHA ， 注射劑 ， 4.48 GM,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13382,X000283238,POTASSIUM PHOSPHATE INJECTION,POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHATE),224,MG/ML,注射劑,20,,優良化學製藥股份有限公司,POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHA ， 注射劑 ， 4.48 GM,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13383,AC24667277,RINGER INJECTION,SODIUM CHLORIDE,8.6,MG/ML,注射劑,500,ML,信東生技股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13384,AC27137277,RINGER'S SOLUTION FOR INJECTION  TAI YU,CALCIUM CHLORIDE,0.33,MG/ML,注射劑,500,ML,台裕化學製藥廠股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13385,AC29984277,HARINGER INJ.  N.K.,SODIUM CHLORIDE,8.6,MG/ML,注射劑,500,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13386,AC58324277,Ringer's Injection  Otsuka,SODIUM CHLORIDE,8.6,MG/ML,注射劑,500,ML,台灣大塚製藥股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13387,N009754277,RINGER'S INJECTION  ASTAR,SODIUM CHLORIDE,8.6,MG/ML,注射劑,500,ML,安星製藥股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13388,N009796277,RINGER'S SOLUTION  C.C.P.,SODIUM CHLORIDE,8.6,MG/ML,注射劑,500,ML,中國化學製藥股份有限公司新豐工廠,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13389,NC04587277,LIQUOR RINGER INJECTION  CHI SHENG,SODIUM CHLORIDE,8.5,MG/ML,注射劑,500,ML,濟生醫藥生技股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13390,NC07262277,RINGER'S SOLUTION,CALCIUM CHLORIDE,0.33,MG/ML,注射劑,500,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13391,A007828277,LACTATED RINGER'S INJECTION  ASTAR,CALCIUM CHLORIDE,0.2,MG/ML,注射劑,500,ML,安星製藥股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13392,AC02801277,LACTATED RINGER'S B INJECTION  Y.F.,SODIUM LACTATE,3.1,MG/ML,注射劑,500,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13393,AC10069277,HARTMANN'S INJECTION,SODIUM LACTATE,3.2,MG/ML,注射劑,500,ML,台灣大塚製藥股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13394,AC29837277,HAFORMAN  INJECTION  N.K.,SODIUM CHLORIDE,6,MG/ML,注射劑,500,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13395,AC44548277,LACTATED RINGER'S INJECTION  TAI YU,SODIUM LACTATE,3.1,MG/ML,注射劑,500,ML,台裕化學製藥廠股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13396,N009417277,LACTATED RINGER'S INJECTION  C.C.P.,CALCIUM CHLORIDE,0.2,MG/ML,注射劑,500,MG/ML,中國化學製藥股份有限公司新豐工廠,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13397,NC00577277,LACTATED RINGER'S INJECTION  SINTONG,CALCIUM CHLORIDE DIHYDRATE,0.2,MG/ML,注射劑,500,ML,信東生技股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13398,NC04899277,LACTATE RINGER'S INJECTION  CHI SHENG,SODIUM CHLORIDE,6,MG/ML,注射劑,500,ML,濟生醫藥生技股份有限公司,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13399,AC27456265,ROLIKAN INJECTION (SODIUM BICARBONATE),SODIUM BICARBONATE,70,MG/ML,注射劑,250,ML,信東生技股份有限公司,SODIUM BICARBONATE ， 注射劑 ， 17.50 GM,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13400,AA36176277,0.45% SOLUTIO NATRII CHLORIDI   CHI-SHENG,SODIUM CHLORIDE,4.5,MG/ML,注射劑,500,ML,濟生醫藥生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 4.50  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13401,AA39604277,SALINE INJECTION 0.45%  N.K.,SODIUM CHLORIDE,4.5,MG/ML,注射劑,500,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 4.50  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13402,AC24212277,SODIUM CHLORIDE INJECTION 0.45%  TBC,SODIUM CHLORIDE,4.5,MG/ML,注射劑,500,ML,信東生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 4.50  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13403,AC36014277,0.45% SODIUM CHLORIDE INJECTION  Y.F.,SODIUM CHLORIDE,4.5,MG/ML,注射劑,500,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 4.50  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13404,AC242122D9,SODIUM CHLORIDE INJECTION 0.45%  TBC,SODIUM CHLORIDE,4.5,MG/ML,注射劑,2.76,L (LITER),信東生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 4.50  MG/ML ， 2760.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13405,AA44598377,NORMAL SALINE SOLUTION  N.K.,SODIUM CHLORIDE,9,MG/ML,外用液劑,500,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13406,AB31034377,NORMAL SALINE SOLUTION  OTSUKA,SODIUM CHLORIDE,9,MG/ML,外用液劑,500,ML,台灣大塚製藥股份有限公司中壢工廠,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13407,AB35833377,NORMAL SALINE SOLUTION  CHI SHENG,SODIUM CHLORIDE,9,MG/ML,外用液劑,500,ML,濟生醫藥生技股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13408,AC35639377,N.S. IRRIGATION  Y.F.,SODIUM CHLORIDE,9,MG/ML,外用液劑,500,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13409,AC38283377,SALINE SOLUTION  S.T.,SODIUM CHLORIDE,9,MG/ML,外用液劑,500,ML,信東生技股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13410,AC43448377,Normal Saline Solution  Tai Yu,SODIUM CHLORIDE,9,MG/ML,外用液劑,500,ML,台裕化學製藥廠股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13411,AA44598309,NORMAL SALINE SOLUTION  N.K.,SODIUM CHLORIDE,9,MG/ML,外用液劑,1,L (LITER),南光化學製藥股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13412,AB35833309,NORMAL SALINE SOLUTION  CHI SHENG,SODIUM CHLORIDE,9,MG/ML,外用液劑,1,L (LITER),濟生醫藥生技股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13413,AC35639309,N.S. IRRIGATION  Y.F.,SODIUM CHLORIDE,9,MG/ML,外用液劑,1,L (LITER),永豐化學工業股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13414,AC38283309,SALINE SOLUTION  S.T.,SODIUM CHLORIDE,9,MG/ML,外用液劑,1,L (LITER),信東生技股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13415,AC43448309,Normal Saline Solution  Tai Yu,SODIUM CHLORIDE,9,MG/ML,外用液劑,1,L (LITER),台裕化學製藥廠股份有限公司,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 1000.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13416,AA01085255,SODIUM CHLORIDE INJECTION  Y.F.,SODIUM CHLORIDE,9,MG/ML,注射劑,100,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 100.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13417,AA29836255,SALINE INJECTION 0.9%  N.K.,SODIUM CHLORIDE,9,MG/ML,注射劑,100,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 100.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13418,AB24516255,SODIUM CHLORIDE INJECTION 0.9%  TAI YU,SODIUM CHLORIDE,9,MG/ML,注射劑,100,ML,台裕化學製藥廠股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 100.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13419,AC10654255,NORM-SALINE INJECTION  OTSUKA,SODIUM CHLORIDE,9,MG/ML,注射劑,100,ML,台灣大塚製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 100.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13420,A027003265,SALINE INJECTION 0.9%  S.Y. (SODIUM CHLORIDE),SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,壽元化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13421,AA01085265,SODIUM CHLORIDE INJECTION  Y.F.,SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13422,AA29836265,SALINE INJECTION 0.9%  N.K.,SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,南光化學製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13423,AB24516265,SODIUM CHLORIDE INJECTION 0.9%  TAI YU,SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,台裕化學製藥廠股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13424,AC10654265,NORM-SALINE INJECTION  OTSUKA,SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,台灣大塚製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13425,NA15737265,SOLUTIO NATRII CHLORIDI ISOTONICA  CHI SHENG,SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,濟生醫藥生技股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13426,NC00588265,SODIUM CHLORIDE INJECTION  ASTAR,SODIUM CHLORIDE,9,MG/ML,注射劑,250,ML,安星製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 250.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13427,AA01085277,SODIUM CHLORIDE INJECTION  Y.F.,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,永豐化學工業股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13428,AA10654277,NORM-SALINE INJECTION  OTSUKA,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,台灣大塚製藥股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
13429,AA24516277,SODIUM CHLORIDE INJECTION 0.9%  TAI YU,SODIUM CHLORIDE,9,MG/ML,注射劑,500,ML,台裕化學製藥廠股份有限公司,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 500.00 ML,,,一般學名藥,N,,,,不可替代特殊藥品或特殊藥品
